exp;success;longest_path;time
parallel_range4_agents5_0;1;93;1.95
parallel_range4_agents5_19;1;82;0.03
parallel_range4_agents5_15;1;53;0.03
parallel_range4_agents5_1;1;70;0.02
parallel_range4_agents5_5;1;46;0.02
parallel_range4_agents5_18;1;24;0.02
parallel_range4_agents5_13;0;0;65.77
parallel_range4_agents5_9;1;71;0.03
parallel_range4_agents5_12;1;25;0.02
parallel_range4_agents5_14;0;0;52.54
parallel_range4_agents5_17;1;30;0.02
parallel_range4_agents5_2;1;35;0.02
parallel_range4_agents5_10;1;65;0.26
parallel_range4_agents5_7;1;52;0.06
parallel_range4_agents5_16;1;50;0.03
parallel_range4_agents5_8;1;41;0.02
parallel_range4_agents5_11;1;103;0.06
parallel_range4_agents5_4;1;40;0.01
parallel_range4_agents5_6;0;0;47.24
parallel_range4_agents5_3;1;55;0.04
