exp;success;longest_path;time
pyramid_range3_3d_agents125_0;0;0;119.86
pyramid_range3_3d_agents125_9;0;0;119.8
pyramid_range3_3d_agents125_7;0;0;119.85
pyramid_range3_3d_agents125_19;0;0;119.84
pyramid_range3_3d_agents125_2;0;0;119.85
pyramid_range3_3d_agents125_6;1;149;56.42
pyramid_range3_3d_agents125_8;0;0;119.85
pyramid_range3_3d_agents125_10;0;0;119.84
pyramid_range3_3d_agents125_17;0;0;119.86
pyramid_range3_3d_agents125_12;0;0;119.72
pyramid_range3_3d_agents125_5;1;130;64.93
pyramid_range3_3d_agents125_1;0;0;119.78
pyramid_range3_3d_agents125_13;0;0;119.83
pyramid_range3_3d_agents125_4;1;234;85.35
pyramid_range3_3d_agents125_18;0;0;119.75
pyramid_range3_3d_agents125_11;0;0;119.84
pyramid_range3_3d_agents125_15;0;0;119.95
pyramid_range3_3d_agents125_14;1;135;46.32
pyramid_range3_3d_agents125_16;1;235;108.63
pyramid_range3_3d_agents125_3;1;230;103.39
