exp;success;longest_path;time
pyramid_range3_3d_agents175_1;0;0;119.95
pyramid_range3_3d_agents175_11;0;0;119.89
pyramid_range3_3d_agents175_13;0;0;119.81
pyramid_range3_3d_agents175_0;0;0;119.91
pyramid_range3_3d_agents175_8;0;0;119.84
pyramid_range3_3d_agents175_2;0;0;119.81
pyramid_range3_3d_agents175_5;0;0;119.95
pyramid_range3_3d_agents175_16;0;0;119.89
pyramid_range3_3d_agents175_6;0;0;119.93
pyramid_range3_3d_agents175_3;0;0;119.88
pyramid_range3_3d_agents175_4;0;0;119.9
pyramid_range3_3d_agents175_17;0;0;119.84
pyramid_range3_3d_agents175_18;0;0;119.84
pyramid_range3_3d_agents175_14;0;0;119.76
pyramid_range3_3d_agents175_9;0;0;119.82
pyramid_range3_3d_agents175_15;0;0;119.97
pyramid_range3_3d_agents175_7;0;0;119.94
pyramid_range3_3d_agents175_12;0;0;119.87
pyramid_range3_3d_agents175_10;0;0;119.91
pyramid_range3_3d_agents175_19;0;0;119.89
