exp;success;longest_path;time
pyramid_range3_3d_agents40_4;0;0;119.4
pyramid_range3_3d_agents40_0;0;0;119.19
pyramid_range3_3d_agents40_11;1;23;0.1
pyramid_range3_3d_agents40_9;0;0;119.12
pyramid_range3_3d_agents40_19;0;0;119.25
pyramid_range3_3d_agents40_5;0;0;100.26
pyramid_range3_3d_agents40_14;0;0;118.25
pyramid_range3_3d_agents40_7;0;0;119.28
pyramid_range3_3d_agents40_16;1;22;116.49
pyramid_range3_3d_agents40_3;1;24;0.07
pyramid_range3_3d_agents40_8;0;0;119.19
pyramid_range3_3d_agents40_18;0;0;119.09
pyramid_range3_3d_agents40_1;0;0;119.22
pyramid_range3_3d_agents40_2;0;0;119.17
pyramid_range3_3d_agents40_17;0;0;83.57
pyramid_range3_3d_agents40_10;0;0;119.16
pyramid_range3_3d_agents40_12;0;0;119.08
pyramid_range3_3d_agents40_6;0;0;119.22
pyramid_range3_3d_agents40_15;0;0;119.19
pyramid_range3_3d_agents40_13;0;0;119.26
