exp;success;longest_path;time
offices_range1_agents250_3;0;0;119.66
offices_range1_agents250_6;0;0;119.65
offices_range1_agents250_13;0;0;119.57
offices_range1_agents250_19;0;0;119.59
offices_range1_agents250_14;0;0;119.61
offices_range1_agents250_17;0;0;119.61
offices_range1_agents250_16;0;0;119.61
offices_range1_agents250_9;0;0;119.63
offices_range1_agents250_10;0;0;119.61
offices_range1_agents250_4;0;0;119.61
offices_range1_agents250_0;0;0;119.64
offices_range1_agents250_5;0;0;119.72
offices_range1_agents250_1;0;0;119.64
offices_range1_agents250_11;0;0;119.7
offices_range1_agents250_18;0;0;119.66
offices_range1_agents250_12;0;0;119.66
offices_range1_agents250_15;0;0;119.65
offices_range1_agents250_2;0;0;119.67
offices_range1_agents250_7;0;0;119.7
offices_range1_agents250_8;0;0;119.62
