exp;success;longest_path;time
parallel_range4_agents100_7;1;349;58.49
parallel_range4_agents100_4;0;0;119.8
parallel_range4_agents100_16;0;0;119.75
parallel_range4_agents100_14;0;0;119.78
parallel_range4_agents100_12;0;0;119.66
parallel_range4_agents100_15;0;0;119.72
parallel_range4_agents100_5;1;360;48.06
parallel_range4_agents100_8;0;0;119.67
parallel_range4_agents100_9;0;0;119.72
parallel_range4_agents100_19;0;0;119.74
parallel_range4_agents100_0;1;771;118.04
parallel_range4_agents100_10;0;0;119.89
parallel_range4_agents100_3;1;267;74.53
parallel_range4_agents100_18;1;402;92.95
parallel_range4_agents100_13;0;0;119.83
parallel_range4_agents100_1;0;0;119.54
parallel_range4_agents100_2;0;0;119.76
parallel_range4_agents100_17;1;416;111.53
parallel_range4_agents100_11;0;0;119.74
parallel_range4_agents100_6;0;0;119.76
