exp;success;longest_path;time
offices_range1_agents15_5;1;86;0.38
offices_range1_agents15_17;1;60;0.2
offices_range1_agents15_2;1;226;0.23
offices_range1_agents15_12;1;74;0.19
offices_range1_agents15_1;1;59;0.19
offices_range1_agents15_19;1;359;0.28
offices_range1_agents15_8;1;110;0.2
offices_range1_agents15_9;1;113;0.25
offices_range1_agents15_0;1;167;0.23
offices_range1_agents15_15;1;88;0.2
offices_range1_agents15_14;1;239;0.25
offices_range1_agents15_7;1;84;0.2
offices_range1_agents15_4;1;96;0.21
offices_range1_agents15_13;1;120;0.22
offices_range1_agents15_16;1;37;0.18
offices_range1_agents15_10;1;926;0.46
offices_range1_agents15_6;1;264;0.25
offices_range1_agents15_11;1;246;0.23
offices_range1_agents15_18;1;96;0.22
offices_range1_agents15_3;1;39;0.18
