exp;success;longest_path;time
parallel_range4_agents5_0;1;81;0.07
parallel_range4_agents5_19;1;145;0.08
parallel_range4_agents5_15;1;82;0.07
parallel_range4_agents5_1;1;71;0.07
parallel_range4_agents5_5;1;58;0.07
parallel_range4_agents5_18;1;35;0.08
parallel_range4_agents5_13;1;102;0.08
parallel_range4_agents5_9;1;83;0.07
parallel_range4_agents5_12;1;25;0.06
parallel_range4_agents5_14;1;26;0.07
parallel_range4_agents5_17;1;32;0.07
parallel_range4_agents5_2;1;39;0.07
parallel_range4_agents5_10;1;66;0.08
parallel_range4_agents5_7;1;56;0.07
parallel_range4_agents5_16;1;55;0.07
parallel_range4_agents5_8;1;41;0.07
parallel_range4_agents5_11;1;79;0.07
parallel_range4_agents5_4;1;40;0.07
parallel_range4_agents5_6;1;69;0.07
parallel_range4_agents5_3;1;45;0.07
