exp;success;longest_path;time
small_obstacles_range3_3d_agents40_6;0;0;119.94
small_obstacles_range3_3d_agents40_9;0;0;119.84
small_obstacles_range3_3d_agents40_19;0;0;119.95
small_obstacles_range3_3d_agents40_1;0;0;119.96
small_obstacles_range3_3d_agents40_10;0;0;119.96
small_obstacles_range3_3d_agents40_12;0;0;119.95
small_obstacles_range3_3d_agents40_5;0;0;119.91
small_obstacles_range3_3d_agents40_8;0;0;119.96
small_obstacles_range3_3d_agents40_13;0;0;119.91
small_obstacles_range3_3d_agents40_15;0;0;119.96
small_obstacles_range3_3d_agents40_2;0;0;119.96
small_obstacles_range3_3d_agents40_7;0;0;119.96
small_obstacles_range3_3d_agents40_17;0;0;119.95
small_obstacles_range3_3d_agents40_11;0;0;119.96
small_obstacles_range3_3d_agents40_14;0;0;119.95
small_obstacles_range3_3d_agents40_4;0;0;119.87
small_obstacles_range3_3d_agents40_0;0;0;119.95
small_obstacles_range3_3d_agents40_3;0;0;119.95
small_obstacles_range3_3d_agents40_16;0;0;119.95
small_obstacles_range3_3d_agents40_18;0;0;119.94
